date,time,open,high,low,close,volume
2017/2/27,23:45,19155,19190,19145,19185,12281
2017/2/27,0:00,19185,19190,19145,19145,17948
2017/2/27,0:15,19145,19155,19130,19135,11159
2017/2/27,0:30,19135,19165,19130,19155,6719
2017/2/27,0:45,19155,19170,19150,19165,8188
2017/2/27,1:00,19165,19190,19150,19170,10459
2017/2/27,1:15,19170,19170,19145,19160,8098
2017/2/27,1:30,19160,19160,19130,19135,8199
2017/2/27,1:45,19135,19145,19125,19130,4851
2017/2/27,2:00,19130,19145,19125,19135,3539
2017/2/27,2:15,19135,19145,19120,19145,5278
2017/2/27,2:30,19145,19155,19145,19150,3284
2017/2/27,2:45,19145,19155,19135,19135,4905
2017/2/27,3:00,19135,19140,19115,19120,3290
2017/2/27,3:15,19120,19120,19095,19100,4251
2017/2/27,3:30,19100,19110,19095,19105,1822
2017/2/27,3:45,19110,19115,19110,19115,820
2017/2/27,4:00,19115,19120,19110,19110,961
2017/2/27,4:15,19110,19120,19110,19115,837
2017/2/27,4:30,19115,19120,19110,19115,544
2017/2/27,4:45,19110,19115,19090,19095,2512
2017/2/27,5:00,19095,19105,19090,19090,1291
2017/2/27,5:15,19090,19105,19085,19095,1959
2017/2/27,5:30,19085,19085,19085,19085,2319
2017/2/27,8:45,19120,19150,19110,19150,21207
2017/2/27,9:00,19145,19155,19115,19120,39566
2017/2/27,9:15,19120,19145,19080,19125,53409
2017/2/27,9:30,19125,19140,19105,19105,16403
2017/2/27,9:45,19105,19120,19085,19115,24830
2017/2/27,10:00,19110,19125,19010,19015,69332
2017/2/27,10:15,19015,19035,18990,19025,55444
2017/2/27,10:30,19030,19030,18990,19020,19290
2017/2/27,10:45,19020,19065,19020,19045,24377
2017/2/27,11:00,19050,19055,19030,19045,13061
2017/2/27,11:15,19045,19065,19045,19065,9181
2017/2/27,11:30,19065,19075,19055,19070,9156
2017/2/27,11:45,19070,19110,19070,19110,12248
2017/2/27,12:00,19105,19150,19100,19135,23034
2017/2/27,12:15,19135,19145,19120,19135,12583
2017/2/27,12:30,19140,19150,19120,19135,26077
2017/2/27,12:45,19135,19150,19120,19145,11169
2017/2/27,13:00,19145,19175,19140,19165,19271
2017/2/27,13:15,19165,19175,19150,19155,7334
2017/2/27,13:30,19150,19160,19125,19125,9494
2017/2/27,13:45,19125,19135,19115,19130,7633
2017/2/27,14:00,19125,19145,19125,19135,14338
2017/2/27,14:15,19135,19140,19100,19105,10540
2017/2/27,14:30,19110,19135,19090,19125,21972
2017/2/27,14:45,19125,19125,19090,19110,24256
2017/2/27,15:00,19110,19130,19110,19130,21464
2017/2/27,15:15,19140,19140,19140,19140,5865
2017/2/28,16:30,19130,19170,19125,19160,13079
2017/2/28,16:45,19155,19165,19135,19140,6084
2017/2/28,17:00,19145,19155,19130,19150,12776
2017/2/28,17:15,19150,19170,19145,19155,11815
2017/2/28,17:30,19155,19165,19145,19150,5480
2017/2/28,17:45,19150,19155,19130,19140,7775
2017/2/28,18:00,19140,19150,19130,19150,4783
2017/2/28,18:15,19150,19155,19140,19140,4037
2017/2/28,18:30,19140,19140,19100,19110,10781
2017/2/28,18:45,19115,19120,19105,19105,5912
2017/2/28,19:00,19105,19115,19100,19110,3178
2017/2/28,19:15,19110,19115,19095,19110,3732
2017/2/28,19:30,19110,19120,19105,19115,2831
2017/2/28,19:45,19110,19115,19090,19095,4016
2017/2/28,20:00,19095,19105,19090,19100,2493
2017/2/28,20:15,19100,19110,19095,19100,1971
2017/2/28,20:30,19095,19105,19095,19105,1847
2017/2/28,20:45,19100,19115,19100,19110,2772
2017/2/28,21:00,19115,19115,19105,19110,1594
2017/2/28,21:15,19110,19115,19105,19110,722
2017/2/28,21:30,19110,19115,19105,19110,1240
2017/2/28,21:45,19110,19110,19095,19105,1315
2017/2/28,22:00,19105,19105,19095,19100,1428
2017/2/28,22:15,19100,19125,19090,19115,5430
2017/2/28,22:30,19115,19130,19105,19120,5955
2017/2/28,22:45,19120,19125,19095,19100,6916
2017/2/28,23:00,19100,19105,19095,19100,3430
2017/2/28,23:15,19105,19110,19095,19095,2830
2017/2/28,23:30,19100,19110,19070,19080,14470
2017/2/28,23:45,19080,19130,19080,19125,9947
2017/2/28,0:00,19125,19145,19110,19130,20170
2017/2/28,0:15,19125,19135,19085,19120,17753
2017/2/28,0:30,19120,19130,19100,19115,9826
2017/2/28,0:45,19120,19130,19105,19105,8514
2017/2/28,1:00,19105,19120,19095,19100,7470
2017/2/28,1:15,19100,19110,19090,19100,4507
2017/2/28,1:30,19100,19110,19090,19110,4704
2017/2/28,1:45,19110,19110,19075,19085,4374
2017/2/28,2:00,19085,19110,19075,19105,4641
2017/2/28,2:15,19110,19125,19100,19120,3749
2017/2/28,2:30,19120,19130,19115,19120,2758
2017/2/28,2:45,19120,19125,19115,19115,2216
2017/2/28,3:00,19120,19140,19115,19140,2064
2017/2/28,3:15,19135,19175,19135,19170,6501
2017/2/28,3:30,19170,19185,19165,19180,3530
2017/2/28,3:45,19185,19190,19180,19190,1467
2017/2/28,4:00,19190,19190,19185,19185,838
2017/2/28,4:15,19185,19215,19185,19210,5231
2017/2/28,4:30,19205,19220,19205,19210,2110
2017/2/28,4:45,19205,19215,19205,19215,778
2017/2/28,5:00,19210,19215,19205,19215,1537
2017/2/28,5:15,19215,19220,19210,19215,1133
2017/2/28,5:30,19210,19210,19210,19210,1891
2017/2/28,8:45,19200,19220,19195,19215,14173
2017/2/28,9:00,19215,19265,19200,19255,47999
2017/2/28,9:15,19255,19270,19240,19255,24112
2017/2/28,9:30,19255,19265,19230,19235,17537
2017/2/28,9:45,19235,19255,19190,19220,29512
2017/2/28,10:00,19215,19235,19210,19225,13482
2017/2/28,10:15,19225,19240,19220,19230,8332
2017/2/28,10:30,19230,19250,19230,19245,11253
2017/2/28,10:45,19250,19260,19220,19225,12905
2017/2/28,11:00,19225,19240,19220,19230,8337
2017/2/28,11:15,19230,19245,19230,19240,8016
2017/2/28,11:30,19245,19250,19240,19245,3065
2017/2/28,11:45,19250,19250,19240,19245,6236
2017/2/28,12:00,19240,19270,19240,19265,13287
2017/2/28,12:15,19265,19270,19250,19255,8253
2017/2/28,12:30,19250,19250,19225,19235,18777
2017/2/28,12:45,19235,19260,19230,19245,15646
2017/2/28,13:00,19245,19260,19245,19245,5286
2017/2/28,13:15,19245,19250,19230,19230,7567
2017/2/28,13:30,19230,19240,19225,19225,4008
2017/2/28,13:45,19230,19240,19220,19225,8766
2017/2/28,14:00,19225,19240,19220,19225,11472
2017/2/28,14:15,19220,19230,19215,19225,8024
2017/2/28,14:30,19225,19225,19165,19170,27243
2017/2/28,14:45,19170,19190,19115,19125,68078
2017/2/28,15:00,19120,19135,19105,19130,32877
2017/2/28,15:15,19125,19125,19125,19125,5210
2017/3/1,16:30,19115,19140,19115,19135,9763
2017/3/1,16:45,19135,19135,19100,19110,9043
2017/3/1,17:00,19110,19115,19090,19100,10326
2017/3/1,17:15,19095,19140,19095,19125,10033
2017/3/1,17:30,19125,19135,19120,19130,5741
2017/3/1,17:45,19130,19135,19125,19125,3982
2017/3/1,18:00,19125,19135,19105,19110,8309
2017/3/1,18:15,19110,19125,19110,19115,3998
2017/3/1,18:30,19115,19135,19115,19125,4286
2017/3/1,18:45,19130,19150,19125,19135,4466
2017/3/1,19:00,19135,19140,19125,19130,3247
2017/3/1,19:15,19130,19145,19125,19140,3107
2017/3/1,19:30,19140,19145,19130,19130,2243
2017/3/1,19:45,19130,19135,19120,19125,4854
2017/3/1,20:00,19125,19130,19110,19110,5365
2017/3/1,20:15,19110,19125,19100,19120,4873
2017/3/1,20:30,19115,19125,19115,19125,492
2017/3/1,20:45,19125,19125,19110,19120,3516
2017/3/1,21:00,19115,19120,19095,19105,4527
2017/3/1,21:15,19105,19110,19090,19100,4648
2017/3/1,21:30,19100,19105,19090,19105,2305
2017/3/1,21:45,19105,19110,19095,19095,1595
2017/3/1,22:00,19095,19100,19075,19095,9141
2017/3/1,22:15,19090,19110,19085,19110,4535
2017/3/1,22:30,19105,19105,19085,19095,9252
2017/3/1,22:45,19095,19120,19090,19115,6375
2017/3/1,23:00,19115,19120,19105,19105,3913
2017/3/1,23:15,19105,19110,19090,19090,4428
2017/3/1,23:30,19090,19130,19090,19125,10663
2017/3/1,23:45,19125,19125,19090,19105,7796
2017/3/1,0:00,19105,19115,19085,19105,7968
2017/3/1,0:15,19105,19105,19065,19070,8678
2017/3/1,0:30,19070,19095,19065,19080,6784
2017/3/1,0:45,19080,19125,19075,19095,11928
2017/3/1,1:00,19095,19110,19085,19100,8112
2017/3/1,1:15,19100,19105,19095,19100,2819
2017/3/1,1:30,19100,19105,19090,19095,1428
2017/3/1,1:45,19095,19105,19085,19100,2743
2017/3/1,2:00,19105,19105,19085,19085,2636
2017/3/1,2:15,19085,19085,19020,19040,13279
2017/3/1,2:30,19045,19055,19035,19050,6590
2017/3/1,2:45,19050,19075,19045,19065,4634
2017/3/1,3:00,19070,19085,19060,19080,1805
2017/3/1,3:15,19080,19090,19075,19075,1433
2017/3/1,3:30,19080,19105,19075,19095,1431
2017/3/1,3:45,19100,19115,19090,19110,2265
2017/3/1,4:00,19110,19115,19095,19095,1263
2017/3/1,4:15,19090,19100,19080,19100,2044
2017/3/1,4:30,19100,19105,19095,19100,1559
2017/3/1,4:45,19100,19130,19100,19110,2315
2017/3/1,5:00,19115,19120,19105,19115,2008
2017/3/1,5:15,19115,19120,19100,19110,1175
2017/3/1,5:30,19135,19135,19135,19135,1989
2017/3/1,8:45,19225,19230,19205,19225,17521
2017/3/1,9:00,19220,19370,19210,19355,83052
2017/3/1,9:15,19360,19365,19305,19315,51686
2017/3/1,9:30,19315,19350,19310,19345,25074
2017/3/1,9:45,19345,19355,19325,19325,16798
2017/3/1,10:00,19325,19350,19305,19340,30698
2017/3/1,10:15,19340,19370,19335,19350,25518
2017/3/1,10:30,19345,19350,19235,19245,34060
2017/3/1,10:45,19250,19275,19210,19215,35880
2017/3/1,11:00,19215,19285,19160,19240,85360
2017/3/1,11:15,19240,19265,19190,19225,61625
2017/3/1,11:30,19225,19265,19210,19235,39169
2017/3/1,11:45,19240,19245,19190,19215,24254
2017/3/1,12:00,19210,19285,19210,19275,28277
2017/3/1,12:15,19275,19335,19275,19315,30824
2017/3/1,12:30,19315,19365,19295,19340,55915
2017/3/1,12:45,19340,19345,19315,19330,30079
2017/3/1,13:00,19330,19370,19325,19365,37359
2017/3/1,13:15,19360,19365,19335,19345,18925
2017/3/1,13:30,19350,19405,19350,19400,39233
2017/3/1,13:45,19400,19405,19380,19390,14945
2017/3/1,14:00,19385,19405,19380,19390,11123
2017/3/1,14:15,19390,19420,19390,19415,21808
2017/3/1,14:30,19415,19415,19390,19390,16101
2017/3/1,14:45,19395,19415,19380,19395,30311
2017/3/1,15:00,19395,19415,19390,19390,22824
2017/3/1,15:15,19390,19390,19390,19390,6340
2017/3/2,16:30,19410,19415,19390,19400,9566
2017/3/2,16:45,19395,19410,19395,19395,4975
2017/3/2,17:00,19400,19445,19395,19430,16734
2017/3/2,17:15,19435,19460,19420,19460,20745
2017/3/2,17:30,19460,19460,19450,19455,6794
2017/3/2,17:45,19455,19485,19455,19475,12913
2017/3/2,18:00,19475,19485,19470,19475,7827
2017/3/2,18:15,19475,19480,19465,19470,7101
2017/3/2,18:30,19465,19490,19465,19485,13096
2017/3/2,18:45,19485,19490,19475,19485,5212
2017/3/2,19:00,19480,19495,19480,19490,5550
2017/3/2,19:15,19490,19500,19485,19495,3402
2017/3/2,19:30,19495,19525,19495,19520,14903
2017/3/2,19:45,19525,19530,19515,19525,8276
2017/3/2,20:00,19530,19540,19510,19540,8481
2017/3/2,20:15,19535,19540,19530,19535,6149
2017/3/2,20:30,19535,19540,19515,19520,7063
2017/3/2,20:45,19520,19530,19515,19520,3739
2017/3/2,21:00,19525,19540,19520,19535,6058
2017/3/2,21:15,19535,19550,19530,19545,7908
2017/3/2,21:30,19545,19550,19535,19545,4645
2017/3/2,21:45,19545,19565,19535,19565,11702
2017/3/2,22:00,19565,19570,19545,19560,7924
2017/3/2,22:15,19560,19580,19555,19570,15713
2017/3/2,22:30,19575,19585,19565,19570,12228
2017/3/2,22:45,19575,19580,19565,19575,6600
2017/3/2,23:00,19580,19595,19575,19585,8896
2017/3/2,23:15,19590,19590,19580,19580,4818
2017/3/2,23:30,19580,19590,19565,19570,10813
2017/3/2,23:45,19565,19590,19565,19580,7823
2017/3/2,0:00,19580,19600,19570,19585,18026
2017/3/2,0:15,19590,19610,19585,19600,12244
2017/3/2,0:30,19605,19610,19570,19580,9204
2017/3/2,0:45,19575,19600,19575,19600,7436
2017/3/2,1:00,19595,19615,19585,19600,10133
2017/3/2,1:15,19605,19620,19595,19610,11820
2017/3/2,1:30,19610,19610,19590,19595,6501
2017/3/2,1:45,19595,19595,19580,19580,6445
2017/3/2,2:00,19585,19610,19580,19610,5496
2017/3/2,2:15,19610,19610,19585,19585,6450
2017/3/2,2:30,19590,19600,19575,19595,4011
2017/3/2,2:45,19595,19600,19585,19590,2615
2017/3/2,3:00,19590,19610,19585,19590,3507
2017/3/2,3:15,19590,19595,19580,19590,1231
2017/3/2,3:30,19590,19595,19575,19580,2603
2017/3/2,3:45,19580,19590,19575,19580,792
2017/3/2,4:00,19580,19595,19575,19595,1271
2017/3/2,4:15,19595,19615,19595,19610,2850
2017/3/2,4:30,19615,19615,19605,19610,1737
2017/3/2,4:45,19610,19615,19605,19615,1216
2017/3/2,5:00,19620,19620,19605,19605,2605
2017/3/2,5:15,19610,19610,19595,19605,1625
2017/3/2,5:30,19595,19595,19595,19595,2585
2017/3/2,8:45,19630,19670,19625,19650,29443
2017/3/2,9:00,19650,19675,19630,19670,53907
2017/3/2,9:15,19670,19675,19620,19630,36875
2017/3/2,9:30,19625,19655,19625,19650,17125
2017/3/2,9:45,19650,19655,19610,19615,28586
2017/3/2,10:00,19615,19625,19585,19605,30222
2017/3/2,10:15,19605,19620,19595,19610,25093
2017/3/2,10:30,19610,19635,19605,19630,17040
2017/3/2,10:45,19635,19635,19615,19615,12612
2017/3/2,11:00,19615,19635,19610,19620,15465
2017/3/2,11:15,19620,19635,19610,19635,12651
2017/3/2,11:30,19635,19645,19630,19635,9335
2017/3/2,11:45,19635,19635,19610,19620,9436
2017/3/2,12:00,19615,19625,19610,19610,4854
2017/3/2,12:15,19610,19620,19600,19615,5999
2017/3/2,12:30,19615,19625,19605,19620,15912
2017/3/2,12:45,19615,19620,19575,19580,31816
2017/3/2,13:00,19580,19605,19575,19591,25966
2017/3/2,13:15,19595,19595,19570,19575,14911
2017/3/2,13:30,19576,19595,19570,19595,12035
2017/3/2,13:45,19595,19595,19580,19585,6409
2017/3/2,14:00,19585,19600,19575,19590,10150
2017/3/2,14:15,19595,19595,19570,19585,12724
2017/3/2,14:30,19590,19600,19580,19585,19706
2017/3/2,14:45,19590,19600,19570,19575,27258
2017/3/2,15:00,19575,19595,19565,19590,31305
2017/3/2,15:15,19620,19620,19620,19620,8158
2017/3/3,16:30,19620,19630,19610,19630,10075
2017/3/3,16:45,19630,19640,19625,19640,4198
2017/3/3,17:00,19640,19645,19620,19630,15426
2017/3/3,17:15,19630,19635,19615,19625,7292
2017/3/3,17:30,19630,19640,19620,19625,9448
2017/3/3,17:45,19625,19630,19610,19620,5529
2017/3/3,18:00,19615,19620,19590,19600,10103
2017/3/3,18:15,19595,19615,19585,19610,7813
2017/3/3,18:30,19610,19625,19605,19610,7229
2017/3/3,18:45,19610,19620,19600,19620,5552
2017/3/3,19:00,19620,19630,19610,19625,4444
2017/3/3,19:15,19625,19625,19615,19615,4286
2017/3/3,19:30,19615,19620,19610,19620,4354
2017/3/3,19:45,19615,19625,19610,19620,2117
2017/3/3,20:00,19625,19625,19615,19620,3327
2017/3/3,20:15,19620,19630,19615,19615,3597
2017/3/3,20:30,19615,19625,19610,19615,3249
2017/3/3,20:45,19615,19625,19615,19620,1610
2017/3/3,21:00,19620,19630,19620,19625,2070
2017/3/3,21:15,19625,19635,19620,19630,2400
2017/3/3,21:30,19630,19635,19625,19635,2400
2017/3/3,21:45,19630,19640,19625,19635,3643
2017/3/3,22:00,19635,19640,19630,19640,2713
2017/3/3,22:15,19640,19655,19635,19650,6932
2017/3/3,22:30,19650,19660,19645,19655,4168
2017/3/3,22:45,19655,19660,19640,19655,5199
2017/3/3,23:00,19655,19660,19645,19655,4184
2017/3/3,23:15,19655,19660,19645,19655,2756
2017/3/3,23:30,19650,19655,19625,19650,17231
2017/3/3,23:45,19650,19660,19645,19660,5796
2017/3/3,0:00,19660,19660,19625,19625,9588
2017/3/3,0:15,19625,19645,19625,19625,9530
2017/3/3,0:30,19630,19630,19595,19615,11431
2017/3/3,0:45,19615,19620,19600,19610,6156
2017/3/3,1:00,19605,19605,19560,19570,14843
2017/3/3,1:15,19575,19585,19565,19570,9787
2017/3/3,1:30,19570,19580,19555,19575,9426
2017/3/3,1:45,19575,19585,19570,19580,4539
2017/3/3,2:00,19580,19595,19575,19590,4799
2017/3/3,2:15,19590,19595,19570,19580,3592
2017/3/3,2:30,19580,19585,19575,19580,1694
2017/3/3,2:45,19580,19595,19575,19590,2011
2017/3/3,3:00,19590,19595,19585,19590,1051
2017/3/3,3:15,19590,19595,19580,19595,1190
2017/3/3,3:30,19595,19600,19590,19590,984
2017/3/3,3:45,19590,19590,19580,19585,1138
2017/3/3,4:00,19590,19595,19585,19590,748
2017/3/3,4:15,19590,19620,19585,19620,3377
2017/3/3,4:30,19620,19625,19610,19610,1962
2017/3/3,4:45,19610,19615,19595,19600,1125
2017/3/3,5:00,19605,19605,19585,19590,1105
2017/3/3,5:15,19585,19590,19560,19580,4223
2017/3/3,5:30,19570,19570,19570,19570,2526
2017/3/3,8:45,19545,19555,19535,19545,17819
2017/3/3,9:00,19545,19590,19535,19570,40382
2017/3/3,9:15,19565,19575,19550,19555,18481
2017/3/3,9:30,19555,19565,19550,19560,11753
2017/3/3,9:45,19555,19565,19540,19545,17099
2017/3/3,10:00,19545,19550,19525,19545,21890
2017/3/3,10:15,19550,19555,19535,19545,12318
2017/3/3,10:30,19545,19550,19530,19545,9991
2017/3/3,10:45,19545,19550,19520,19530,17064
2017/3/3,11:00,19525,19545,19525,19545,10388
2017/3/3,11:15,19545,19550,19535,19545,7737
2017/3/3,11:30,19545,19550,19525,19525,13165
2017/3/3,11:45,19525,19530,19515,19515,11854
2017/3/3,12:00,19515,19520,19515,19515,1870
2017/3/3,12:15,19515,19520,19495,19515,11898
2017/3/3,12:30,19515,19520,19470,19475,29958
2017/3/3,12:45,19475,19480,19430,19455,51338
2017/3/3,13:00,19455,19485,19445,19450,28093
2017/3/3,13:15,19450,19460,19420,19450,44263
2017/3/3,13:30,19450,19450,19415,19425,18725
2017/3/3,13:45,19430,19440,19425,19435,6632
2017/3/3,14:00,19435,19455,19430,19445,13463
2017/3/3,14:15,19445,19455,19405,19410,26904
2017/3/3,14:30,19415,19440,19390,19435,38037
2017/3/3,14:45,19435,19470,19420,19465,26786
2017/3/3,15:00,19465,19480,19440,19465,22053
2017/3/3,15:15,19470,19470,19470,19470,5926
2017/3/6,16:30,19445,19475,19440,19465,12622
2017/3/6,16:45,19470,19480,19460,19475,5361
2017/3/6,17:00,19475,19500,19465,19495,11996
2017/3/6,17:15,19500,19515,19485,19490,10629
2017/3/6,17:30,19485,19500,19480,19480,4557
2017/3/6,17:45,19485,19500,19480,19490,5617
2017/3/6,18:00,19490,19500,19485,19485,2433
2017/3/6,18:15,19490,19495,19485,19490,2497
2017/3/6,18:30,19490,19495,19470,19475,6606
2017/3/6,18:45,19475,19480,19460,19460,6134
2017/3/6,19:00,19460,19485,19460,19480,3699
2017/3/6,19:15,19485,19495,19475,19490,4400
2017/3/6,19:30,19490,19515,19485,19505,7104
2017/3/6,19:45,19510,19550,19510,19540,17887
2017/3/6,20:00,19545,19560,19530,19555,10353
2017/3/6,20:15,19555,19565,19550,19560,10878
2017/3/6,20:30,19560,19565,19550,19555,5064
2017/3/6,20:45,19555,19555,19540,19550,4402
2017/3/6,21:00,19550,19560,19545,19550,4074
2017/3/6,21:15,19550,19560,19550,19555,2713
2017/3/6,21:30,19555,19560,19540,19540,4256
2017/3/6,21:45,19545,19545,19530,19535,5316
2017/3/6,22:00,19540,19550,19535,19540,3908
2017/3/6,22:15,19545,19545,19530,19540,6541
2017/3/6,22:30,19540,19545,19530,19530,5195
2017/3/6,22:45,19530,19545,19525,19540,5360
2017/3/6,23:00,19545,19555,19540,19550,3401
2017/3/6,23:15,19550,19570,19550,19555,8474
2017/3/6,23:30,19555,19575,19555,19565,11455
2017/3/6,23:45,19570,19570,19545,19550,6942
2017/3/6,0:00,19555,19565,19550,19560,10399
2017/3/6,0:15,19560,19565,19530,19545,9493
2017/3/6,0:30,19545,19550,19530,19550,8137
2017/3/6,0:45,19550,19565,19545,19555,5953
2017/3/6,1:00,19555,19560,19545,19555,5573
2017/3/6,1:15,19555,19575,19550,19560,7203
2017/3/6,1:30,19565,19575,19550,19560,6253
2017/3/6,1:45,19565,19565,19560,19565,1952
2017/3/6,2:00,19565,19565,19555,19560,1119
2017/3/6,2:15,19565,19570,19555,19570,1836
2017/3/6,2:30,19570,19580,19560,19570,5854
2017/3/6,2:45,19570,19580,19560,19570,2410
2017/3/6,3:00,19570,19590,19540,19555,14400
2017/3/6,3:15,19555,19575,19550,19565,5392
2017/3/6,3:30,19565,19580,19555,19565,4003
2017/3/6,3:45,19570,19570,19545,19545,2206
2017/3/6,4:00,19550,19550,19530,19540,4244
2017/3/6,4:15,19540,19540,19510,19510,5690
2017/3/6,4:30,19510,19525,19505,19525,3004
2017/3/6,4:45,19525,19525,19505,19505,2221
2017/3/6,5:00,19505,19510,19475,19480,5736
2017/3/6,5:15,19480,19495,19480,19490,1943
2017/3/6,5:30,19490,19490,19490,19490,2600
2017/3/6,8:45,19440,19450,19410,19410,25230
2017/3/6,9:00,19415,19415,19380,19380,32574
2017/3/6,9:15,19385,19395,19335,19370,38174
2017/3/6,9:30,19375,19400,19370,19385,24446
2017/3/6,9:45,19380,19385,19360,19370,16572
2017/3/6,10:00,19365,19390,19365,19370,13134
2017/3/6,10:15,19375,19385,19365,19380,11196
2017/3/6,10:30,19380,19395,19380,19390,16037
2017/3/6,10:45,19390,19395,19380,19390,7203
2017/3/6,11:00,19385,19390,19365,19370,13436
2017/3/6,11:15,19370,19380,19365,19375,14845
2017/3/6,11:30,19375,19390,19370,19375,13370
2017/3/6,11:45,19375,19380,19365,19365,4842
2017/3/6,12:00,19370,19375,19350,19355,9760
2017/3/6,12:15,19355,19370,19340,19365,11212
2017/3/6,12:30,19360,19385,19360,19380,17026
2017/3/6,12:45,19380,19390,19375,19385,10884
2017/3/6,13:00,19380,19385,19380,19385,3307
2017/3/6,13:15,19380,19395,19380,19385,7735
2017/3/6,13:30,19385,19385,19360,19365,17658
2017/3/6,13:45,19360,19380,19355,19380,11283
2017/3/6,14:00,19380,19385,19370,19380,9037
2017/3/6,14:15,19375,19395,19370,19395,10810
2017/3/6,14:30,19395,19415,19380,19380,28951
2017/3/6,14:45,19385,19390,19375,19375,19018
2017/3/6,15:00,19375,19390,19375,19380,9809
2017/3/6,15:15,19355,19355,19355,19355,6077
2017/3/7,16:30,19345,19355,19335,19345,9447
2017/3/7,16:45,19340,19345,19325,19335,6889
2017/3/7,17:00,19335,19340,19315,19325,9704
2017/3/7,17:15,19325,19325,19300,19305,10291
2017/3/7,17:30,19300,19325,19300,19315,6434
2017/3/7,17:45,19315,19325,19305,19310,10823
2017/3/7,18:00,19305,19310,19305,19310,3407
2017/3/7,18:15,19310,19325,19305,19320,6609
2017/3/7,18:30,19320,19335,19315,19320,6852
2017/3/7,18:45,19320,19355,19320,19350,8644
2017/3/7,19:00,19345,19355,19330,19340,6535
2017/3/7,19:15,19340,19350,19335,19350,2259
2017/3/7,19:30,19350,19355,19340,19345,2621
2017/3/7,19:45,19345,19355,19340,19355,1881
2017/3/7,20:00,19355,19375,19345,19375,6953
2017/3/7,20:15,19370,19375,19365,19365,2733
2017/3/7,20:30,19365,19375,19360,19370,1902
2017/3/7,20:45,19370,19375,19365,19375,2601
2017/3/7,21:00,19370,19375,19360,19365,1477
2017/3/7,21:15,19361,19365,19355,19360,2443
2017/3/7,21:30,19360,19360,19350,19355,1640
2017/3/7,21:45,19355,19360,19350,19355,714
2017/3/7,22:00,19355,19365,19355,19365,1897
2017/3/7,22:15,19365,19365,19340,19345,5116
2017/3/7,22:30,19340,19355,19340,19355,3108
2017/3/7,22:45,19350,19355,19345,19350,2325
2017/3/7,23:00,19350,19360,19345,19345,2544
2017/3/7,23:15,19350,19360,19340,19340,2806
2017/3/7,23:30,19345,19360,19335,19350,15459
2017/3/7,23:45,19350,19365,19340,19365,6879
2017/3/7,0:00,19365,19380,19350,19370,8326
2017/3/7,0:15,19370,19375,19350,19355,7446
2017/3/7,0:30,19355,19355,19335,19340,6879
2017/3/7,0:45,19335,19355,19335,19345,5718
2017/3/7,1:00,19340,19360,19335,19360,4615
2017/3/7,1:15,19355,19370,19355,19365,3880
2017/3/7,1:30,19365,19370,19355,19365,2564
2017/3/7,1:45,19365,19375,19360,19365,3636
2017/3/7,2:00,19365,19370,19360,19370,3177
2017/3/7,2:15,19370,19380,19365,19370,1984
2017/3/7,2:30,19375,19385,19370,19380,2693
2017/3/7,2:45,19380,19390,19375,19385,3306
2017/3/7,3:00,19390,19400,19385,19400,2071
2017/3/7,3:15,19400,19415,19390,19400,4178
2017/3/7,3:30,19400,19405,19390,19395,5635
2017/3/7,3:45,19400,19400,19375,19380,2202
2017/3/7,4:00,19380,19380,19370,19375,799
2017/3/7,4:15,19370,19380,19370,19375,479
2017/3/7,4:30,19375,19375,19365,19365,576
2017/3/7,4:45,19370,19375,19365,19370,619
2017/3/7,5:00,19370,19370,19365,19370,682
2017/3/7,5:15,19370,19380,19365,19375,1799
2017/3/7,5:30,19385,19385,19385,19385,2082
2017/3/7,8:45,19365,19370,19335,19335,12568
2017/3/7,9:00,19335,19360,19320,19350,32141
2017/3/7,9:15,19355,19355,19335,19345,16134
2017/3/7,9:30,19345,19375,19340,19375,16199
2017/3/7,9:45,19375,19380,19350,19365,15078
2017/3/7,10:00,19365,19375,19360,19367,11156
2017/3/7,10:15,19365,19380,19365,19370,7587
2017/3/7,10:30,19365,19370,19350,19360,12435
2017/3/7,10:45,19360,19365,19350,19355,7240
2017/3/7,11:00,19355,19360,19350,19355,4967
2017/3/7,11:15,19357,19365,19340,19355,7243
2017/3/7,11:30,19355,19365,19350,19355,5974
2017/3/7,11:45,19355,19360,19350,19355,3212
2017/3/7,12:00,19350,19360,19350,19360,1670
2017/3/7,12:15,19355,19360,19340,19345,6585
2017/3/7,12:30,19345,19355,19340,19350,12063
2017/3/7,12:45,19355,19360,19345,19355,4668
2017/3/7,13:00,19355,19360,19345,19345,5753
2017/3/7,13:15,19350,19350,19330,19340,10196
2017/3/7,13:30,19340,19345,19330,19342,6907
2017/3/7,13:45,19340,19355,19340,19350,5873
2017/3/7,14:00,19345,19355,19345,19345,7435
2017/3/7,14:15,19340,19345,19325,19325,9592
2017/3/7,14:30,19330,19335,19320,19326,9754
2017/3/7,14:45,19325,19340,19325,19335,16180
2017/3/7,15:00,19340,19355,19335,19350,14652
2017/3/7,15:15,19350,19350,19350,19350,4762
2017/3/8,16:30,19330,19360,19325,19340,9022
2017/3/8,16:45,19335,19340,19320,19325,6428
2017/3/8,17:00,19325,19330,19305,19325,11406
2017/3/8,17:15,19330,19340,19320,19335,5043
2017/3/8,17:30,19335,19340,19325,19330,3776
2017/3/8,17:45,19330,19345,19330,19345,5697
2017/3/8,18:00,19345,19355,19335,19345,5945
